Movie Title,Rating,Actors
Секреты Лос-Анджелеса,8.2,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, Kim Basinger, Danny DeVito, David Strathairn, Ron Rifkin, Matt McCoy, Paul Guilfoyle, Paolo Seganti, Elisabeth Granli, Sandra Taylor, Steve Rankin, Graham Beckel, Allan Graf, Precious Chong, Symba, Bob Clendenin, Lennie Loftin, Will Zahrn, Amber Smith, Darrell Sandeen, Michael Warwick, Simon Baker, Shawnee Free Jones, Matthew Allen Bretz, Thomas Rosales Jr., Shane Dixon, Norman Howell, Brian Lally, Don Pulford, Chris Short, John Mahon, Tomas Arana, Michael McCleery, George Yager, Jack Conley, Ginger Slaughter, Jack Knight, John H. Evans, Gene Wolande, Brian Bossetta, Michael Chieffo, Gwenda Deacon, T.J. Kennedy, Ingo Neuhaus, Robert Harrison, Jim Metzler, Robert Barry Fleming, Jeremiah Birkett, Salim Grant, Karr Washington, Noel Evangelisti, Marisol Padilla Sánchez, Jeff Sanders, Steven Lambert, Jordan Marder, Gregory White, April Breneman, Lisa Worthy, Beverly Sharpe, Colin Mitchell, John Currie Slade, Brenda Bakke, Kevin Maloney, Patrice Walters, Rebecca Klingler, Irene Roseen, Scott Eberlein, David St. James, Bodie Newcomb, Jeff Austin, Robert Foster, Kevin Patrick Kelly, Henry Marder, Monty McKee, Henry Meyers, Michael Ossmann, Dick Stilwell, Jess Thomas, Robert Thompson, Jody Wood"
Похитители велосипедов,8.3,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri, Gino Saltamerenda, Giulio Chiari, Vittorio Antonucci, Michele Sakara, Fausto Guerzoni, Emma Druetti, Carlo Jachino"
Гамильтон,8.3,"Daveed Diggs, Renée Elise Goldsberry, Jonathan Groff, Chris Jackson, Jasmine Cephas Jones, Lin-Manuel Miranda, Leslie Odom Jr., Okieriete Onaodowan, Anthony Ramos, Phillipa Soo, Carleigh Bettiol, Ariana DeBose, Hope Easterbrook, Sydney James Harcourt, Sasha Hutchings, Thayne Jasperson, Elizabeth Judd, Jon Rua, Austin Smith, Seth Stewart, Ephraim Sykes"
Таксист,8.2,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito, Garth Avery, Peter Boyle, Albert Brooks, Harry Cohn, Copper Cunningham, Robert De Niro, Brenda Dickson, Harry Fischler, Jodie Foster, Nat Grant, Leonard Harris, Richard Higgs, Beau Kayser, Harvey Keitel, Victor Magnotta, Bob Maroff, Norman Matlock, Bill Minkin, Murray Moston, Harry Northup, Gene Palma, Harlan Cary Poe, Steven Prince, Peter Savage, Martin Scorsese, Cybill Shepherd, Nicholas Shields, Ralph S. Singleton, Joe Spinell, Maria Turner, Robin Utt"
Бункер,8.2,"Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler, Heino Ferch, Christian Berkel, Matthias Habich, Thomas Kretschmann, Michael Mendl, André Hennicke, Ulrich Noethen, Birgit Minichmayr, Rolf Kanies, Justus von Dohnányi, Dieter Mann, Christian Redl, Götz Otto, Thomas Limpinsel, Thomas Thieme, Alexander Held, Donevan Gunia, Bettina Redlich, Heinrich Schmieder, Anna Thalbach, Dietrich Hollinderbäumer, Ulrike Krumbiegel, Karl Kranzkowski, Thorsten Krohn, Jürgen Tonkel, Devid Striesow, Fabian Busch, Christian Hoening, Aleksandr Slastin, Alina Sokar, Amelie Menges, Charlotte Stoiber, Gregory Borlein, Julia Bauer, Laura Borlein, Andrey Blagoslovenski, Dirk Borchardt, Elizaveta Boyarskaya, Michael Brandner, I. Bubenchikov, Leopold von Buttlar, Martin Butzke, Dmitriy Bykovskiy-Romashov, Sergey Evseev, Mathias Gnädinger, Bohdan Graczyk, Sergey Rublev, Norbert Heckner, Enno Hesse, Evgeniy Ilovayskiy, Julia Jentsch, Oleg Khoroshilov, Michael Kind, Elisabeth von Koch, Tara Marie Linke, Michael Lippold, Konstantin Lukashov, Stefan Mehren, Ilya Mozgovoy, Silke Nikowski, Alexei Oleinikov, Aleksandr Styopin, Oleg Piminov, Katerina Poladjan, Oleg Popov, Silke Popp, Vasiliy Reutov, Igor Romanov, Tanja Schleiff, Christian Schmidt, August Schmölzer, Jurij Schrader, Boris Schwarzmann, Mariya Semyonova, Igor Sergeev, Valeri Slavinski, Valeriy Salomakhin, Hans H. Steinberg, Klaus-Jürgen Steinmann, Oliver Stritzel, Veit Stübner, Mikhail Tryasorukov, Vsevolod Tsurilo, Klaus B. Wolf, Elena Dreyden, Tatyana Zhuravlyova"
Дангал,8.3,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Sakshi Tanwar, Aparshakti Khurana, Zaira Wasim, Suhani Bhatnagar, Ritvik Sahore, Girish Kulkarni"
Бэтмен: Начало,8.2,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Linus Roache, Mark Boone Junior, Ken Watanabe, Morgan Freeman, Larry Holden, Gerard Murphy, Colin McFarlane, Sara Stewart, Gus Lewis, Richard Brake, Rade Serbedzija, Emma Lockhart, Christine Adams, Catherine Porter, John Nolan, Karen David, Jonathan D. Ellis, Tamer Hassan, Ronan Leahy, Vincent Wong, Tom Wu, Mark Chiu, Turbo Kong, Stuart Ong, Chike Chan, Tenzin Clive Ball, Tenzin Gyurme, Jamie Cho, David Murray, John Kazek, Darragh Kelly, Patrick Nolan, Joseph Rye, Kwaku Ankomah, Jo Martin, Charles Edwards, Lucy Russell, Timothy Deenihan, David Bedella, Flavia Masetto, Emily Steven-Daly, Martin McDougall, Noah Lee Margetts, Joe Hanley, Karl Shiels, Roger Griffiths, Stephen Walters, Richard Laing, Matt Miller, Risteard Cooper, Shane Rimmer, Jeremy Theobald, Alexandra Bastedo, Soo Hee Ding, Conn Horgan, Phill Curr, Jack Gleeson, John Judd, Sarah Wateridge, Charlie Kranz, Terry McMahon, Cedric Young, Tim Booth, Tom Nolan, Leon Delroy Williams, Roger Yuan, Joe Sargent, Mel Taylor, Ilyssa Fradin, Andrew Pleavin, Jeff Christian, John Burke, Earlene Bentley, Alex Moggridge, Jay Buozzi, Jordan Shaw, Omar Mostafa, Patrick Pond, Poppy Tierney, Rory Campbell, Fabio Cardascia, Spencer Wilding, Mark Rhino Smith, Khan Bonfils, Dave Legeno, Ruben Halse, Rodney Ryan, Dominic Burgess, Nadia Cameron-Blakey, Mark Straker, T.J. Ramini, Kieran Hurley, Emmanuel Idowu, Jeff Tanner"
На несколько долларов больше,8.2,"Clint Eastwood, Lee Van Cleef, Gian Maria Volontè, Mara Krupp, Luigi Pistilli, Klaus Kinski, Luis Rodríguez, Benito Stefanelli, Panos Papadopulos, Aldo Sambrell, Roberto Camardiel, Joseph Egger, Tomás Blanco, Lorenzo Robledo, Dante Maggio, Sergio Mendizábal, Diana Rabito, Giovanni Tarallo, Mario Meniconi, Mario Brega"
Волк с Уолл-стрит,8.2,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner, Jon Bernthal, Jon Favreau, Jean Dujardin, Joanna Lumley, Cristin Milioti, Christine Ebersole, Shea Whigham, Katarina Cas, P.J. Byrne, Kenneth Choi, Brian Sacca, Henry Zebrowski, Ethan Suplee, Barry Rothbart, Jake Hoffman, MacKenzie Meehan, Bo Dietl, Jon Spinogatti, Aya Cash, Rizwan Manji, Stephanie Kurtzuba, J.C. MacKenzie, Ashlie Atkinson, Thomas Middleditch, Stephen Kunken, Edward Herrmann, Jordan Belfort, Ted Griffin, Fran Lebowitz, Robert Clohessy, Natasha Newman-Thomas, Sandra Nelson, Johnnie Mae, Christina Jeffs, Sabina Maschi, Zana Markelson, Welker White, Danny Flaherty, Carla Corvo, Dustin Kerns, Ashley Blankenship, Madison McKinley, Dierdre Reimold, Kerry Malloy, Frank van Putten, Aaron Lazar, Steve Routman, Steve Witting, Charley Morgan, Michael Nathanson, Natalie Bensel, Tess Olivia, Jaclyn Keys, Krista Ashworth, Kathleen Fellegara, John Bernard Martin, Jamel Daniels, Dan Bittner, John Behlmann, Ward Horton, Bret Shuford, Paul Monte Jr., Ellen Sexton, Brian Tweedy, J.T. O'Connor, Steven Boyer, Danny A. Abeckaser, Tracy Friedman, Matthew Rauch, Michael Izquierdo, Donnie Keshawarz, Johnathan Tchaikovsky, Aaron Glaser, Ben Rameaka, Ben Loving, Brian Charles Johnson, Sebastian Tillinger, Chris Riggi, Dan Hunter, Meghan Rafferty, José Ramón Rosario, Davram Stiefler, Dan Daily, Ben Van Bergen, Matte Osian, Michael Devine, Jason Furlani, Scott Nicholson, Jeremy Bobb, Dean Auer, Tom Greer, Sharon Jones, Starr Duncan-Lowe, Saundra Williams, Emily Tremaine Fernandez, Zineb Oukach, Loretta O. Booz, Shea Coleman, Giselle Eisenberg, Deema Aitken, Ashley Springer, Justin Anthony Long, Gregory Perri, Viki Boyle, Chris Caldovino, Marcos A. Gonzalez, Chris Matesevac, Justin Yllanes, Rémy Bennett, Catherine Curtin, Paul Urcioli, Jamie O'Connell, Michael O'Hara, Lawrence Lau, Michael Bryan French, Adria Baratta, Armen Garo, Garry Pastore, Louis Vanaria, Lawrence Smith, Hardy Winburn, Allyson Carr, Peter Youngblood Hills, Daniel Hepner, Brendan Griffin, Derek Milman, Victor Verhaeghe, Jared Houseman"
Зеленая книга,8.2,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov, Mike Hatton, P.J. Byrne, Joe Cortese, Mary Agnes Nixon, Von Lewis, Jon Sortland, Don Stark, Anthony Mangano, Paul Sloan, Quinn Duffy, Seth Hurwitz, Hudson Galloway, Gavin Lyle Foley, Rodolfo Vallelonga, Louis Venere, Frank Vallelonga, Don DiPetta, Jenna Laurenzo, Suehyla El-Attar Young, Kenneth Israel, Derrick Spears, Johnny Williams, Randal Gonzalez, Iqbal Theba, Sharon Landry, Nick Vallelonga, David An, Mike Cerrone, Peter Gabb, Gertrud Sigle, Geraldine Singer, Ron Flagge, Martin Bats Bradford, Ted Huckabee, Gralen Bryant Banks, Sam Malone, Floyd Miles, David Kallaway, James W. Evermore, Harrison Stone, Ricky Muse, Tom Virtue, Christina Simpkins, Kermit C Burns, Lindsay Brice, Shane Partlow, Daniel Greene, Brian Distance, Craig DiFrancia, Dennis W. Hall, Leslie Castay, David Simpson, Jim Klock, Billy Breed, Dane Rhodes, Brian Stepanek, Jon Michael Davis, Montrel Miller, Ninja N. Devoe, Brian Hayes Currie"
В джазе только девушки,8.2,"Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft, Pat O'Brien, Joe E. Brown, Nehemiah Persoff, Joan Shawlee, Billy Gray, George E. Stone, Dave Barry, Mike Mazurki, Harry Wilson, Beverly Wills, Barbara Drew, Edward G. Robinson Jr."
Малыш,8.2,"Charles Chaplin, Jackie Coogan, Carl Miller, Edna Purviance"
Нюрнбергский процесс,8.3,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich, Maximilian Schell, Judy Garland, Montgomery Clift, William Shatner, Werner Klemperer, Kenneth MacKenna, Torben Meyer, Joseph Bernard, Alan Baxter, Edward Binns, Virginia Christine, Otto Waldis, Karl Swenson, Martin Brandt, Ray Teal, John Wengraf, Ben Wright, Howard Caine, Olga Fabian, Paul Busch, Bernard Kates"
Отец,8.2,"Olivia Colman, Anthony Hopkins, Mark Gatiss, Olivia Williams, Imogen Poots, Rufus Sewell, Ayesha Dharker, Roman Zeller"
Шоу Трумана,8.2,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor, Brian Delate, Blair Slater, Peter Krause, Heidi Schanz, Ron Taylor, Don Taylor, Ted Raymond, Judy Clayton, Fritz Dominique, Angel Schmiedt, Nastassja Schmiedt, Muriel Moore, Mal Jones, Judson Vaughn, Earl Hilliard Jr., David Andrew Nash, Jim Towers, Savannah Swafford, Antoni Corone, Mario Ernesto Sánchez, John Roselius, Kade Coates, Marcia DeBonis, Sam Kitchin, Sebastian Youngblood, Dave Corey, Mark Alan Gillott, Jay Saiter, Tony Todd, Marco Rubeo, Daryl Davis, Robert Davis, R.J. Murdock, Matthew McDonough, Larry McDowell, Joseph Lucus, Logan Kirksey, Ed Harris, Paul Giamatti, Adam Tomei, Harry Shearer, Una Damon, Philip Baker Hall, John Pleshette, Philip Glass, John Pramik, O-Lan Jones, Krista Lynn Landolfi, Joe Minjares, Al Foster, Zoaunne LeRoy, Millie Slavin, Terry Camilleri, Dona Hardy, Jeanette Miller, Joel McKinnon Miller, Tom Simmons, Susan Angelo, Carly Smiga, Yuji Okumoto, Kiyoko Yamaguchi, Saemi Nakamura"
Всё о Еве,8.2,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White, Eddie Fisher, William Pullen, Claude Stroud, Eugene Borden, Helen Mowery, Steven Geray"
Остров проклятых,8.2,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas, Robin Bartlett, Christopher Denham, Nellie Sciutto, Joseph Sikora, Curtiss Cook, Raymond Anthony Thomas, Joseph McKenna, Ruby Jerins, Tom Kemp, Bates Wilder, Lars Gerhard, Matthew Cowles, Jill Larson, Ziad Akl, Dennis Lynch, John Porell, Aidan Cole Mitchell, Drew Beasley, Joseph P. Reidy, Bree Elrod, Thomas B. Duffy, Ken Cheeseman, Steve Witting, Michael E. Chapman, Keith Fluker, Darryl Wooten, Michael Byron, Gary Galone, Gabriel Hansen"
Нефть,8.2,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer, Joseph Mussey, Barry Del Sherman, Harrison Taylor, Stockton Taylor, Paul F. Tompkins, Dillon Freasier, Kevin Breznahan, Jim Meskimen, Erica Sullivan, Randall Carver, Coco Leigh, Paul Dano, Ciarán Hinds, Sydney McCallister, David Willis, Christine Olejniczak, Kellie Hill, James Downey, Dan Swallow, Robert Arber, Bob Bell, David Williams, Joy Rawls, Louise Gregg, Amber Roberts, John W. Watts, Robert Caroline, Barry Bruce, Irene G. Hunter, Hope Elizabeth Reeves, John Chitwood, Kevin J. O'Connor, David Warshofsky, Charles Thomas Doyle, Colton Woodward, John Burton, Hans Howes, Robert Barge, Ronald Krut, Huey Rhudy, Steven Barr, Robert Hills, Colleen Foy, Russell Harvard, Bob Bock, Vince Froio, Phil Shelly"
Топ Ган. Мэверик,8.2,"Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm, Charles Parnell, Monica Barbaro, Lewis Pullman, Jay Ellis, Danny Ramirez, Glen Powell, Jack Schumacher, Manny Jacinto, Kara Wang, Greg Tarzan Davis, Jake Picking, Raymond Lee, Jean Louisa Kelly, Lyliana Wray, Ed Harris, Chelsea Harris, Darnell Kirkwood, Austin Bowerman, Stephanie Andrea Barron, Alec Williams, Rachel Winfree, Peter Mark Kendall, Ian Gary, Bob Stephenson, Landon Gordon, Margatet Strabala, Ryan Heilmann, Shantel Limbo, James Handy, Whylip Lee, Tristan Henry, Jason Robert Boles, Brian Ferguson, Chido Nwokocha, Chaz Ingram, Rachael Markarian, Shannon Kane, Norman Ralph Eliasen"
Парк юрского периода,8.2,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields, Whit Hertford, Dean Cundey, Jophery C. Brown, Tom Mishler, Greg Burson, Adrian Escober, Richard Kiley"
Казино,8.2,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison, Vinny Vella, Philip Suriano, Erika von Tagen, Frankie Avalon, Steve Allen, Jayne Meadows, Jerry Vale, Joseph Rigano, Catherine Scorsese, Oscar Goodman, Gene Ruffini, Dominick Grieco, Richard Amalfitano, Richard F. Strafella, Casper Molee, David Leavitt, Peter Conti, Cathy Scorsese, Steve Vignari, Rick Crachy, Larry E. Nadler, Paul Herman, Salvatore Petrillo, Joey DePinto, Heidi Keller, Millicent Sheridan, Nobu Matsuhisa, Toru Nagai, Charlene Hunter, Dom Angelo, Joe Molinaro, Ali Pirouzkar, Frankie J. Allison, Jeff Scott Anderson, Jennifer M. Abbott, Frank Washko Jr., Christian A. Azzinaro, Robert C. Tetzlaff, Anthony Russell, Carol Wilson, Joe Lacoco, John Manca, Ronald Maccone, Buck Stephens, Joseph P. Reidy, Joe La Due, Fred Smith, Sonny D'Angelo, Greg Anderson, Stuart Nisbet, Tommy DeVito, Frank Adonis, Joseph Bono, Craig Vincent, Daniel P. Conte, Paul Dottore, Richard T. Smith, David Rose, Jonathan Kraft, Michael McKensie Pratt, Patti James, Ruth Gillis, Carol Cardwell, Dean Casper, Nan Brennan, Karyn Amalfitano, C.C. Carr, David Varriale, Darla House, Carol Krolick, Frank Regich, Herb Schwartz, Bret McCormick, Clem Caserta, Jed Mills, Janet Denti, Cameron Milzer, Leain Vashon, Jim Morgan Williams, Brian Le Baron, Mortiki Yerushalmi, Mufid M. Khoury, Khosrow Abrishami, Richard Riehle, Mike Maines, Bobby Hitt, Shellee Renee, Alfred Nittoli, Carl Ciarfalio, Jack Orend, Linda Perri, Ffolliott Le Coque, J. Charles Thompson, Michael Paskevich, Mike Weatherford, Eric Randall, Gwen Castaldi, Brian Reddy, Roy Conrad, Mike Bradley, Dave Courvoisier, George Comando, Andy Jarrell, Robert B. Sidell, Tyde Kierney, Paige Novodor, Claudia Haro, Sasha Semenoff, Gil Dova, George W. Allf, Madeline Parquette, Nick Mazzola, Jed L. Hansen, Gino Bertin, Mitch Kolpan, Csaba Maczala, Peter Sugden, Rudy Guerrero, Randy Sutton, Jeff Corbin, Sly Smith, Joe Anastasi, F. Marcus Casper, Jeffery Azzinaro, Richard Wagner, Carrie Cipollini, Loren Stevens, Gary C. Rainey, David Arcerio, Haven Earle Haley, Sam Wilson, Michael Toney"
Ран,8.2,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû, Mieko Harada, Yoshiko Miyazaki, Hisashi Igawa, Pîtâ, Masayuki Yui, Kazuo Katô, Norio Matsui, Toshiya Ito, Kenji Kodama, Takashi Watanabe, Mansai Nomura, Takeshi Katô, Jun Tazaki, Hitoshi Ueki, Takao Zushi, Yoshitaka Zushi, Tetsuo Yamashita, Akihiko Sugizaki, Masaaki Sasaki, Yoshimitsu Yamaguchi, Masuo Amada, Masaru Sakurai, Sakae Kimura, Ryûjirô Oki, Hanbei Kawai, Ryo Nagasawa"
Шестое чувство,8.2,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan, Donnie Wahlberg, Peter Anthony Tambakis, Jeffrey Zubernis, Bruce Norris, Glenn Fitzgerald, Greg Wood, Mischa Barton, Angelica Page, Lisa Summerour, Firdous Bamji, Samia Shoaib, Hayden Saunier, Janis Dardaris, Neill Hartley, Sarah Ripard, Heidi Fischer, KaDee Strickland, Michael J. Lyons, Samantha Fitzpatrick, Holly Cross Vagley, Kate Kearney-Patch, Marilyn Shanok, M. Night Shyamalan, Wes Heywood, Nico Woulard, Carol Nielson, Keith Woulard, Jodi Dawson, Tony Michael Donnelly, Ronnie Lea, Carlos Xavier Lopez, Gino Inverso, Ellen Sheppard, Tom McLaughlin, Candy Aston-Dennis, Patrick McDade, Jose L. Rodriguez"
Лабиринт Фавна,8.2,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Ivan Massagué, Gonzalo Uriarte, Eusebio Lázaro, Francisco Vidal, Juanjo Cucalón, Lina Mira, Mario Zorrilla, Sebastián Haro, Mila Espiga, Pepa Pedroche, Lalá Gatóo, Ana Sáez, Chani Martín, Milo Taboada, Fernando Albizu, Pedro G. Marzo, José Luis Torrijo, Íñigo Garcés, Fernando Tielve, Federico Luppi, Chicho Campillo, Pablo Adán"
Непрощенный,8.2,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris, Jaimz Woolvett, Saul Rubinek, Frances Fisher, Anna Thomson, David Mucci, Rob Campbell, Anthony James, Tara Frederick, Beverley Elliott, Liisa Repo-Martell, Josie Smith, Shane Thomas Meier, Aline Levasseur, Cherrilene Cardinal, Robert Koons, Ron White, Mina E. Mina, Henry Kope, Jeremy Ratchford, John Pyper-Ferguson, Jefferson Mappin, Walter Marsh, Garner Butler, Larry Reese, Blair Haynes, Frank C. Turner, Sam Karas, Lochlyn Munro, Ben Cardinal, Philip Maurice Hayes, Michael Charrois, William Davidson, Paul Anthony McLean, James Herman, Michael Maurer, Larry Joshua, George Orrison, Greg Goossen"
Старикам тут не место,8.2,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love, Eduardo Antonio Garcia, Gene Jones, Myk Watford, Boots Southerland, Kathy Lamkin, Johnnie Hector, Margaret Bowman, Thomas Kopache, Jason Douglas, Doris Hargrave, Rutherford Cravens, Matthew Posey, George Adelo, Mathew Greer, Trent Moore, Marc Miles, Luce Rains, Philip Bentham, Eric Reeves, Josh Meyer, Chris Warner, Brandon Smith, Roland Uribe, Richard Jackson, Josh Blaylock, Caleb Landry Jones, Dorsey Ray, Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez, John Mancha"
Нечто,8.2,"Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon, Keith David, Richard Dysart, Charles Hallahan, Peter Maloney, Richard Masur, Donald Moffat, Joel Polis, Thomas G. Waites, Norbert Weisser, Larry Franco, Nate Irwin, William Zeman"
Игры разума,8.2,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer, Paul Bettany, Adam Goldberg, Josh Lucas, Anthony Rapp, Jason Gray-Stanford, Judd Hirsch, Austin Pendleton, Vivien Cardone, Jillie Simon, Victor Steinbach, Tanya Clarke, Thomas F. Walsh, Jesse Doran, Kent Cassella, Patrick Blindauer, John Blaylock, Roy Thinnes, Anthony Easton, Cheryl Howard, Rance Howard, Jane Jenkins, Darius Stone, Josh Pais, Alex Toma, Valentina Cardinalli, Teagle F. Bougere, David B. Allen, Michael Esper, Eva Burkley, Amy Walz, Tracey Toomey, Jennifer Weedon, Yvonne Thomas, Holly Pitrago, Isadore Rosenfeld, Tommy Allen, Dave Bayer, Brian Keith Lewis, Tom McNutt, Will Dunham, Glenn Roberts, Ed Jupp Jr., Christopher Stockton, Gregory Dress, Carla Occhiogrosso, Matt Samson, Lyena Nomura, Kathleen Fellegara, Betsy Klompus, Stelio Savante, Logan McCall, Bob Broder"
Убить Билла,8.2,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Shin'ichi Chiba, Chia-Hui Liu, Michael Parks, Michael Bowen, Jun Kunimura, Kenji Ôba, Yuki Kazamatsuri, James Parks, Sakichi Sato, Jonathan Loughran, Yoshiyuki Morishita, Tetsurô Shimaguchi, Kazuki Kitamura, Yôji Tanaka, Issei Takahashi, So Yamanaka, Juri Manase, Akaji Maro, Gorô Daimon, Shun Sugata, Jinzhan Zhang, Xiaohui Hu, Ambrosia Kelley, Sachiko Fujii, Yoshiko Yamaguchi, Ronnie Yoshiko Fujiyama, Shu Lan Tuan, Ai Maeda, Naomi Kusumi, Hikaru Midorikawa"
Сокровища Сьерра Мадре,8.2,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel Dondé, José Torvay, Margarito Luna"
Телохранитель,8.2,"Toshirô Mifune, Tatsuya Nakadai, Yôko Tsukasa, Isuzu Yamada, Daisuke Katô, Seizaburô Kawazu, Takashi Shimura, Hiroshi Tachikawa, Yôsuke Natsuki, Eijirô Tôno, Kamatari Fujiwara, Ikio Sawamura, Atsushi Watanabe, Susumu Fujita, Kyû Sazanka, Kô Nishimura, Takeshi Katô, Ichirô Nakatani, Sachio Sakai, Akira Tani, Tsunagorô Rashômon, Yoshio Tsuchiya, Gen Shimizu, Yutaka Sada, Shin Ôtomo, Shôichi Hirose, Hideyo Amamoto, Shôji Ôki, Fuminori Ôhashi, Hiroshi Yoseyama, Senkichi Ômura, Noriko Honma, Ryusuke Nishio, Naoya Kusakawa, Nadao Kirino, Jun Ôtomo, Shinpei Takagi, Akio Kusama, Yasuzô Ogawa, Hiroshi Takagi, Jun'ichirô Mukai, Fumiyoshi Kamagaya, Ichirô Chiba, Haruya Sakamoto, Rinsaku Ogata, Fumio Kogushi, Yoko Terui, Hiromi Mineoka, Michiko Kawa"
Большой побег,8.2,"Steve McQueen, James Garner, Richard Attenborough, James Donald, Charles Bronson, Donald Pleasence, James Coburn, Hannes Messemer, David McCallum, Gordon Jackson, John Leyton, Angus Lennie, Nigel Stock, Robert Graf, Jud Taylor, Hans Reiser, Harry Riebauer, William Russell, Robert Freitag, Ulrich Beiger, George Mikell, Lawrence Montaigne, Robert Desmond, Til Kiwe, Heinz Weiss, Tom Adams, Karl-Otto Alberty"
Монти Пайтон и священный Грааль,8.2,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes, Bee Duffell, John Young, Rita Davies, Avril Stewart, Sally Kinghorn, Mark Zycon, Elspeth Cameron, Mitsuko Forstater, Sandy Johnson, Sandy Rose, Romilly Squire, Joni Flynn, Alison Walker, Loraine Ward, Anna Lanski, Sally Coombe, Vivienne MacDonald, Yvonne Dick, Daphne Darling, Fiona Gordon, Gloria Graham, Judy Lamb, Tracy Sneddon, Sylvia Taylor, Joyce Pollner, Mary Allen"
В поисках Немо,8.2,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Joe Ranft, Geoffrey Rush, Andrew Stanton, Elizabeth Perkins, Nicholas Bird, Bob Peterson, Barry Humphries, Eric Bana, Bruce Spence, Bill Hunter, LuLu Ebeling, Jordan Ranft, Erica Beck, Erik Per Sullivan, John Ratzenberger"
Пленницы,8.2,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard, Melissa Leo, Paul Dano, Dylan Minnette, Zoë Soul, Erin Gerasimovich, Kyla-Drew, Wayne Duvall, Len Cariou, David Dastmalchian, Brad James, Anthony Reynolds, Robert C. Treveiler, Sandra Ellis Lafferty, Victoria Staley, Todd Truley, Brian Daye, Alisa Harris, Robert Mello, Jeff Pope, Rodrick Goins, Mark Drum, Lana Yoo, Pam Smith, Gloria Webber, Michelle Keller, John Atwood, Stacy Melich, J. Omar Castro, Jane McNeill"
